author,statement,source,date,target
Louis Jacobson,"""Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.""",Nancy Pelosi,"December 12, 2017",barely-true
Amy Sherman,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",HoustonChronicle-tv.com,"December 12, 2017",pants-fire
Amy Sherman,"A Colgate toothpaste is subject to ""recall.""",Shared This,"December 12, 2017",FALSE
Manuela Tobias,"""Facebook picks sides in Alabama Senate race ... shuts down Gateway Pundit and Breitbart reports on discredited Allred accuser""",The Gateway Pundit,"December 11, 2017",FALSE
Jon Greenberg,"Says ""Obama’s deadliest cover-up (in an explosion that killed 29 miners) has been uncovered"" by internal government documents.",Don Blankenship,"December 11, 2017",pants-fire
Louis Jacobson,"""Black homeownership just hit the highest level it has ever been in the history of our country.""",Donald Trump,"December 11, 2017",FALSE
Jon Greenberg,"""Roy Moore’s accuser arrested and charged with falsification.""",Bloggers,"December 11, 2017",pants-fire
Amy Sherman,"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct.""",Evening World,"December 11, 2017",pants-fire
Sophie Kaplan,"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.",Chain email,"December 11, 2017",pants-fire
Matt Dietrich,"""I released way more (tax) information than Bruce Rauner has.""",JB Pritzker,"December 11, 2017",FALSE
Louis Jacobson,"""The FBI has become America's secret police …  like the old KGB.""",Gregg Jarrett,"December 8, 2017",pants-fire
W. Gardner,"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes.""",Ryan Sitton,"• December 8,",FALSE
Manuela Tobias,"""Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore’s Yearbook 'Signature.' """,Bloggers,"December 8, 2017",pants-fire
Emily McCarter,"""In the current law, if you report harassment, you're the one that has to go into 20 hours of counseling before you can decide whether you were really harassed.""",Roy Blunt,"December 8, 2017",half-true
Tom Kertscher,"Under the House Republican tax plan, in Wisconsin, ""the median household of four gets about a $2,000 tax cut, on average.""",Paul Ryan,"December 8, 2017",half-true
John Kruzel,"Says the concealed carry bill would allow residents of certain states to ""travel to your community and walk right into a school zone with a loaded weapon, no matter what local laws say.""",Brendan Boyle,"December 7, 2017",FALSE
Louis Jacobson,"""We’re … getting into the pool of the 100 million people that are not working. That pool is now coming back.""",Donald Trump,"December 7, 2017",mostly-true
Jon Greenberg,"""In a 2014 case involving a man convicted of abusing two underage girls, Judge Roy Moore disagreed and wrote the dissenting opinion.""",Doug Jones,"December 6, 2017",barely-true
Louis Jacobson,"The Jerusalem Embassy Act ""passed Congress by an overwhelming bipartisan majority and was reaffirmed by a unanimous vote of the Senate only six months ago.""",Donald Trump,"December 6, 2017",mostly-true
Allison Graves,"Says Tallahassee mayor Andrew Gillum ""wants to make Florida not a sanctuary city but a sanctuary state.""",Adam Putnam,"December 6, 2017",half-true
Amy Sherman,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",PuppetStringNews.com,"December 6, 2017",barely-true
Amy Sherman,"""Miss Universe Guyana 2017 arrested at London Heathrow airport with 2 kilograms of cocaine.""",states-news.com,"December 6, 2017",pants-fire
Zari Tarazona,"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""",Lou Barletta,"December 6, 2017",barely-true
Tom Kertscher,"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""",Gordon Hintz,"December 6, 2017",barely-true
W. Gardner,"""Only 20 percent of our current graduates from Texas high schools go ahead and achieve either a national certificate or a community college degree -- or a college degree.""",Tom Luce,"• December 5,",barely-true
Paul Specht,"Half of the proposed federal tax breaks ​""would go to the wealthiest 1 percent.""",Roy Cooper,"December 5, 2017",half-true
Jon Greenberg,"Says ""$3 trillion in offshore money... is coming back into the economy"" because of the GOP tax bills.",Chris Ruddy,"December 5, 2017",half-true
Amy Sherman,"""Breaking: federal judge grants permission to subpoena Trump.""",news.groopspeak.com,"December 5, 2017",FALSE
Amy Sherman,"""Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.""",PuppetStringNews.com,"December 5, 2017",pants-fire
Miriam Valverde,"""Hillary Clinton lied many times to the FBI.""",Donald Trump,"December 5, 2017",FALSE
Sophie Kaplan,"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime.""",Jeff Sessions,"December 4, 2017",mostly-true
Matt Dietrich,These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,Daniel Biss,"December 4, 2017",TRUE
W. Gardner,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",Eddie Rodriguez,"• December 2,",FALSE
Dan Clark,"""Simply being in this country without documentation is not a crime""",Kathy Sheehan,"December 1, 2017",mostly-true
Sophie Kaplan,"""Prince Harry says Donald Trump is not welcome at his wedding: ‘Trump is a serious threat to human rights.’ """,Nova magazine,"December 1, 2017",pants-fire
Paul Specht,"The Senate GOP plan does not raise taxes for Americans earning less than $70,000.",Thom Tillis,"November 30, 2017",half-true
Louis Jacobson,"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""",Donald Trump,"November 30, 2017",FALSE
Louis Jacobson,"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",Donald Trump,"November 30, 2017",pants-fire
Louis Jacobson,"In the House Republican bill, ""70 percent of the tax relief goes to those families making less than 200,000.""",Kevin Brady,"November 30, 2017",half-true
Chris Nichols,"The GOP tax plan ""Sabotages the health care of 13 MILLION Americans.""",Nancy Pelosi,"November 29, 2017",half-true
Louis Jacobson,"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.",Tim Scott,"November 29, 2017",FALSE
Amy Sherman,"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",religionmind.com,"November 29, 2017",pants-fire
Amy Sherman,"Singer Tina Turner: ""This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.""",DailyNewsForAmericans.com,"November 29, 2017",pants-fire
Aaron Sharockman,"Says Joe Scarborough is party to an ""unsolved mystery"" from his time as a congressman in Florida.",Donald Trump,"November 29, 2017",pants-fire
Kevin Crowe,"Wisconsin has ""the fastest-shrinking middle class in the country.""",Mahlon Mitchell,"November 29, 2017",barely-true
Allison Graves,"""Close to half of the voters in America, the only tax they pay is the payroll tax.""",Marco Rubio,"November 28, 2017",half-true
John Kruzel,"Says Alabama Senate candidate Doug Jones ""wants to raise taxes.""",Donald Trump,"November 28, 2017",barely-true
Amy Sherman,"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' """,YourNewsWire.com,"November 28, 2017",pants-fire
Kathryn Hardison,"Among states, Missouri ranks ""3rd (in) average yearly growth of high-tech industries.""",Missouri Department of Economic Development,"November 27, 2017",mostly-true
Amy Sherman,"""President Trump just saved Christmas for 13 million retirees.""",Reaganwasright,"November 27, 2017",pants-fire
Louis Jacobson,"Under the Republican tax bill, President Donald Trump ""and his family would walk off with more than a billion dollars personally.""",Lloyd Doggett,"November 27, 2017",half-true
Amy Sherman,"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""",soutwest-air.com,"November 27, 2017",pants-fire
Emily Sanderson,"""Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.""",Ann Wagner,"November 24, 2017",FALSE
Emily McCarter,"Says Josh Hawley ""broke his promise to create a Public Corruption Unit to crack down on the pay-to-play culture of Jefferson City.""",Claire McCaskill,"November 24, 2017",barely-true
D.L. Davis,"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",Wisconsin Department of Transportation,"November 24, 2017",TRUE
Paul Specht,"The North Carolina bathroom bill ""was really never repealed.""",Pat McCrory,"November 22, 2017",barely-true
Louis Jacobson,"Democrats on the House Ways and Means Committee weren’t ""even entitled to bring an expert witness on any aspect of the tax code that affects 100 percent of our economy.""",John Larson,"November 22, 2017",half-true
Amy Sherman,"""Pope Francis at Mass: ‘Jesus is Metaphorical, Not Literal.""",YourNewsWire.com,"November 22, 2017",pants-fire
Emily Tanaka,"""The average cost for infant care in GA is almost $7,700/yr – more than average in-state college tuition.""",Stacey Abrams,"November 22, 2017",half-true
Tom Kertscher,"Says Paul Ryan is leading the effort to ""pass a tax bill with divisive conception language by disguising it as a college savings plan"" in ""another attempt to ban abortion and rob women of their reproductive rights.""",NARAL Pro-Choice America,"November 22, 2017",half-true
Amy Sherman,"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""",Pipo News,"November 21, 2017",FALSE
Amy Sherman,"""‘The largest bust in U.S. history’ 412 Muslims arrested from Michigan!""",Freshmedianews.com,"November 21, 2017",FALSE
Allison Graves,"""We’ve cut taxes 75 times, cut $7.5 billion worth in taxes, and as a result we’ve added over 1.3 million jobs.""",Rick Scott,"November 21, 2017",half-true
Jon Greenberg,"Says Doug Jones ""is for full-term abortion.""",Kayla Moore,"November 21, 2017",FALSE
Louis Jacobson,"""On the personal tax side, middle-income people are getting cuts and rich people are getting very little cuts or, in certain cases, increases"" under the Republican tax bills.",Steve Mnuchin,"November 20, 2017",half-true
Dan Clark,"""The elimination of income and sales taxes in New York is equal to 9 percent of taxable income, meaning that if you make $100,000 a year you lose $9,000""",Brian Higgins,"November 20, 2017",FALSE
Amy Sherman,"""2 million rounds of ammo that ‘went missing’ under Obama turns up in enemy hands""",world-newss.com,"November 20, 2017",pants-fire
Amy Sherman,"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind Antarctica.""",AmericanNews.com,"November 20, 2017",FALSE
